contig_name,length,prop_gc,gc_skew,at_skew,cpg_count,cpg_ratio,orf_length,linguistic_complexity_6,has_crb,reference_coverage,hits
TRINITY_DN8_c0_g1_i7,332,0.487952,-0.111111,-0.023529,33,1.690741,110,0.073486,true,0.958904,N02508
TRINITY_DN8_c0_g1_i8,725,0.386207,0.0,-0.033708,53,1.960459,67,0.150146,true,0.857322,N00982
TRINITY_DN8_c0_g2_i1,408,0.348039,0.140845,-0.203008,16,1.32119,49,0.085205,true,0.495025,N00980
TRINITY_DN8_c0_g2_i2,389,0.367609,0.048951,-0.186992,23,1.754314,52,0.082764,false,NA,NA
TRINITY_DN8_c1_g1_i1,201,0.477612,-0.145833,-0.066667,11,0.980488,53,0.040527,true,0.56447,N02471
TRINITY_DN8_c2_g1_i1,258,0.399225,-0.048544,0.096774,15,1.462585,61,0.05957,false,NA,NA
TRINITY_DN8_c4_g1_i1,205,0.321951,0.0,-0.179856,3,0.564738,33,0.044434,false,NA,NA
TRINITY_DN2_c0_g1_i1,508,0.375984,0.089005,-0.116719,25,1.403625,78,0.104736,true,0.587079,N01549
TRINITY_DN2_c0_g1_i11,493,0.35497,0.074286,-0.113208,22,1.424481,55,0.103271,true,0.575188,N00061
TRINITY_DN2_c0_g1_i13,494,0.362348,0.128492,-0.11746,23,1.442244,70,0.10498,true,0.582071,N02190
TRINITY_DN2_c0_g1_i16,617,0.401945,-0.016129,-0.132791,39,1.565379,66,0.133057,true,0.736278,N00057
TRINITY_DN2_c0_g1_i18,509,0.375246,0.089005,-0.100629,27,1.518899,69,0.106689,true,0.508838,N02190
TRINITY_DN2_c0_g1_i2,239,0.426778,0.039216,-0.036496,23,2.116673,46,0.052734,false,NA,NA
TRINITY_DN2_c0_g1_i20,478,0.359833,0.05814,-0.104575,24,1.55637,55,0.101074,true,0.592641,N00063
TRINITY_DN2_c0_g1_i22,719,0.38943,0.028571,-0.09795,45,1.652114,69,0.150146,true,0.874163,N00057
TRINITY_DN2_c0_g1_i23,453,0.368653,0.02994,-0.167832,22,1.430663,60,0.094727,true,0.493734,N00061
TRINITY_DN2_c0_g1_i24,632,0.416139,0.003802,-0.132791,44,1.608142,69,0.133789,true,0.839394,N00498
TRINITY_DN2_c0_g1_i26,726,0.385675,0.007143,-0.076233,48,1.77805,69,0.151123,true,0.86747,N00057
TRINITY_DN2_c0_g1_i3,618,0.364078,0.12,-0.058524,34,1.684464,78,0.124023,true,0.742489,N01546
TRINITY_DN2_c0_g1_i5,597,0.361809,0.138889,-0.060367,28,1.461317,64,0.121338,true,0.616162,N02190
TRINITY_DN2_c0_g1_i6,455,0.375824,0.087719,-0.190141,22,1.379928,78,0.096924,true,0.534574,N01545
TRINITY_DN2_c0_g1_i9,616,0.366883,0.115044,-0.061538,35,1.711111,51,0.124268,true,0.711016,N01546
TRINITY_DN2_c1_g1_i1,293,0.488055,-0.090909,0.013333,24,1.386982,74,0.066162,true,0.798013,N02476
TRINITY_DN2_c1_g1_i10,292,0.472603,-0.057971,-0.012987,24,1.476923,68,0.066406,false,NA,NA
TRINITY_DN2_c1_g1_i11,283,0.462898,-0.038168,-0.026316,21,1.387255,59,0.062988,true,0.378116,N01550
TRINITY_DN2_c1_g1_i12,361,0.481994,-0.068966,-0.048128,35,1.677287,119,0.079834,true,0.446708,N00502
TRINITY_DN2_c1_g1_i14,309,0.475728,-0.047619,-0.012346,24,1.375881,73,0.06958,true,0.405622,N01548
TRINITY_DN2_c1_g1_i15,336,0.482143,-0.08642,0.011494,28,1.444717,82,0.075195,false,NA,NA
TRINITY_DN2_c1_g1_i2,325,0.495385,-0.006211,-0.085366,34,1.705247,75,0.074219,true,0.403846,N00081
TRINITY_DN2_c1_g1_i3,338,0.473373,-0.0875,-0.05618,31,1.649819,111,0.074951,true,0.446708,N00502
TRINITY_DN2_c1_g1_i5,291,0.47079,-0.065693,0.0,23,1.432577,67,0.06543,false,NA,NA
TRINITY_DN2_c1_g1_i6,330,0.484848,-0.075,-0.070588,31,1.60748,76,0.075439,true,0.402564,N00081
TRINITY_DN2_c1_g1_i7,360,0.486111,-0.062857,-0.048649,37,1.746656,111,0.07959,false,NA,NA
TRINITY_DN2_c1_g1_i8,252,0.503968,0.086614,-0.2,25,1.574213,84,0.052734,false,NA,NA
TRINITY_DN16_c0_g1_i1,277,0.480144,0.067669,0.027778,32,2.01363,64,0.062256,true,0.39697,N00501
TRINITY_DN16_c0_g1_i3,278,0.485612,0.096296,0.048951,36,2.217102,92,0.064209,true,0.401515,N00500
TRINITY_DN16_c0_g1_i4,292,0.458904,0.044776,-0.050633,30,1.955357,86,0.06543,true,0.36536,N00054
TRINITY_DN16_c0_g1_i5,314,0.477707,-0.013333,-0.02439,35,1.954125,104,0.070313,false,NA,NA
TRINITY_DN16_c0_g1_i6,301,0.495017,0.020134,-0.013158,36,1.953136,67,0.068848,true,0.371212,N02190
TRINITY_DN16_c0_g2_i1,397,0.468514,0.032258,0.052133,38,1.746065,69,0.089111,true,0.479012,N00083
TRINITY_DN16_c0_g2_i2,367,0.482289,0.016949,0.021053,36,1.687356,89,0.083496,true,0.420213,N01545
TRINITY_DN16_c0_g2_i3,250,0.488,-0.081967,0.078125,27,1.826299,83,0.056885,true,0.353607,N01543
TRINITY_DN16_c0_g3_i1,293,0.491468,0.041667,-0.020134,36,2.038261,69,0.06543,true,0.360394,N00062
TRINITY_DN16_c1_g1_i1,207,0.483092,-0.06,-0.102804,26,2.160578,59,0.046387,true,0.595308,N00059
TRINITY_DN16_c2_g1_i1,268,0.451493,-0.024793,-0.006803,25,1.831602,89,0.060547,true,0.717087,N00070
TRINITY_DN23_c0_g1_i1,278,0.514388,-0.132867,0.096296,34,1.882119,92,0.063477,true,0.996416,N03046
TRINITY_DN4_c0_g1_i1,440,0.490909,0.12037,0.0,49,1.875598,77,0.090576,true,0.346683,N00982
TRINITY_DN4_c0_g1_i3,237,0.49789,0.067797,0.042017,24,1.641558,66,0.053955,true,0.328191,N00084
TRINITY_DN4_c0_g1_i4,438,0.495434,0.096774,-0.004525,48,1.802778,73,0.089355,false,NA,NA
TRINITY_DN4_c1_g1_i11,890,0.422472,0.06383,0.066148,78,1.972159,137,0.18457,true,0.93649,N00089
TRINITY_DN4_c1_g1_i13,868,0.426267,0.064865,0.092369,70,1.782812,136,0.179688,true,0.897229,N00089
TRINITY_DN4_c1_g1_i14,677,0.387001,-0.022901,0.016867,51,2.013001,81,0.142578,true,0.588235,N00204
TRINITY_DN4_c1_g1_i15,489,0.390593,-0.005236,0.04698,37,1.983882,53,0.108887,true,0.560624,N00092
TRINITY_DN4_c1_g1_i16,860,0.423256,0.071429,0.092742,76,1.983311,127,0.179688,true,0.962359,N00091
TRINITY_DN4_c1_g1_i2,829,0.420989,0.031519,0.1625,64,1.744116,102,0.177002,true,0.969158,N00986
TRINITY_DN4_c1_g1_i20,865,0.424277,0.040872,0.064257,65,1.672567,137,0.181885,true,0.893189,N00102
TRINITY_DN4_c1_g1_i22,854,0.418033,0.086835,0.082495,73,1.971476,114,0.180664,true,0.935484,N00098
TRINITY_DN4_c1_g1_i23,839,0.419547,0.022727,0.149897,63,1.707267,116,0.178955,true,0.978648,N00986
TRINITY_DN4_c1_g1_i25,841,0.420927,0.107345,0.067762,71,1.928152,103,0.175781,true,0.9375,N00987
TRINITY_DN4_c1_g1_i28,827,0.414752,0.084548,0.086777,70,1.982398,120,0.172363,true,0.950512,N00101
TRINITY_DN4_c1_g1_i30,831,0.409146,0.076471,0.06721,63,1.822178,128,0.175049,true,0.960384,N00092
TRINITY_DN4_c1_g1_i31,844,0.418246,0.093484,0.09165,73,1.995207,87,0.178223,true,0.982609,N00103
TRINITY_DN4_c1_g1_i35,855,0.435088,0.102151,0.089027,77,1.923032,92,0.184082,true,0.985965,N00991
TRINITY_DN4_c1_g1_i37,871,0.41791,0.06044,0.069034,74,1.952974,145,0.176758,true,0.942263,N00089
TRINITY_DN4_c1_g1_i38,876,0.437215,0.086162,0.087221,73,1.756813,80,0.184814,true,0.59883,N00991
TRINITY_DN4_c1_g1_i9,824,0.428398,0.116147,0.099788,74,1.984121,127,0.177002,true,0.923451,N00985
TRINITY_DN4_c1_g2_i1,242,0.471074,0.140351,0.0,26,1.97551,80,0.053955,true,0.974359,N02478
TRINITY_DN4_c3_g1_i1,205,0.390244,-0.025,-0.184,13,1.666667,47,0.047852,true,0.254027,N00096
TRINITY_DN20_c0_g1_i1,293,0.457338,-0.074627,0.031447,13,0.853271,80,0.064209,true,0.334889,N02189
TRINITY_DN20_c0_g1_i2,293,0.460751,-0.096296,0.025316,14,0.908728,80,0.063477,true,0.331389,N02189
TRINITY_DN6_c0_g1_i1,616,0.345779,-0.230047,0.255583,30,1.72035,86,0.110107,true,0.112475,N02541
TRINITY_DN6_c0_g1_i2,1459,0.392049,0.013986,0.057497,78,1.391563,91,0.265381,true,0.191524,N02510
TRINITY_DN6_c0_g1_i4,1554,0.430502,0.061286,-0.039548,113,1.57533,160,0.268311,true,0.191524,N02510
TRINITY_DN6_c0_g1_i5,294,0.408163,-0.15,0.057471,14,1.16965,64,0.063477,false,NA,NA
TRINITY_DN6_c0_g2_i1,422,0.507109,-0.140187,0.134615,52,1.955096,140,0.064453,false,NA,NA
TRINITY_DN6_c0_g2_i2,585,0.478632,-0.171429,0.2,59,1.814287,108,0.090332,true,0.066195,N02396
TRINITY_DN6_c0_g3_i3,2432,0.397204,0.124224,-0.010914,127,1.344705,107,0.38208,true,0.245812,N02510
TRINITY_DN6_c0_g3_i5,638,0.352665,0.28,-0.283293,29,1.586248,86,0.109619,true,0.11219,N02541
TRINITY_DN6_c0_g4_i1,203,0.448276,0.076923,0.214286,15,1.479592,65,0.046387,false,NA,NA
TRINITY_DN6_c0_g5_i1,819,0.421245,-0.228986,-0.21519,39,1.13282,81,0.164063,true,0.24569,N02396
TRINITY_DN6_c0_g5_i2,568,0.454225,-0.341085,-0.187097,28,1.081537,105,0.112305,true,0.106155,N02510
TRINITY_DN6_c0_g6_i1,214,0.439252,0.085106,0.25,13,1.268582,52,0.050781,true,0.137419,N02542
TRINITY_DN6_c1_g1_i1,233,0.463519,0.037037,0.168,20,1.600275,42,0.052734,true,0.062232,N02541
TRINITY_DN10_c1_g1_i1,206,0.38835,-0.125,0.079365,14,1.831111,23,0.049072,false,NA,NA
TRINITY_DN26_c0_g1_i1,228,0.438596,0.12,0.1875,23,2.128247,75,0.053711,true,0.366883,N00093
TRINITY_DN11_c0_g1_i1,956,0.387029,0.059459,0.006826,82,2.298616,104,0.187256,true,0.272909,N02541
TRINITY_DN18_c0_g1_i1,322,0.357143,-0.165217,-0.130435,21,2.102612,42,0.072998,true,0.400749,N00941
TRINITY_DN13_c0_g1_i1,271,0.487085,-0.121212,-0.007194,32,2.020503,83,0.060303,true,0.735795,N00067
TRINITY_DN13_c0_g2_i1,295,0.467797,-0.043478,-0.031847,29,1.800295,98,0.067871,true,0.702179,N00452
TRINITY_DN13_c1_g1_i1,253,0.332016,-0.095238,0.112426,12,1.736842,36,0.05835,true,0.292776,N00981
