contig_name,length,prop_gc,gc_skew,at_skew,cpg_count,cpg_ratio,orf_length,linguistic_complexity_6,has_crb,reference_coverage,hits
TRINITY_DN1_c0_g2_i2,473,0.547569,-0.081081,-0.028037,54,1.533133,66,0.081299,true,0.526437,N01005
TRINITY_DN1_c0_g2_i3,631,0.522979,-0.084848,-0.003322,69,1.610825,86,0.114014,true,0.714943,N01005
TRINITY_DN1_c0_g2_i5,631,0.527734,-0.081081,0.0,68,1.558025,86,0.112305,true,0.7,N01005
TRINITY_DN1_c0_g3_i1,273,0.479853,-0.022901,0.056338,20,1.273321,90,0.0625,true,0.87013,N01659
TRINITY_DN5_c0_g1_i1,255,0.517647,0.19697,0.056911,32,1.948889,84,0.058838,true,0.996078,N03203
TRINITY_DN5_c0_g2_i1,437,0.437071,0.026178,0.065041,42,2.013825,86,0.095703,true,0.94533,N02366
TRINITY_DN12_c0_g1_i1,623,0.306581,0.13089,0.013889,25,1.737506,44,0.125244,true,0.243508,N02543
TRINITY_DN7_c0_g1_i1,332,0.46988,-0.064103,0.011364,31,1.69863,76,0.075439,true,0.608614,N00119
TRINITY_DN7_c0_g1_i2,542,0.420664,0.026316,-0.044586,41,1.711096,76,0.116211,true,0.923221,N00119
TRINITY_DN7_c0_g1_i3,532,0.434211,0.004329,-0.0299,44,1.754723,76,0.117432,true,0.97191,N00119
TRINITY_DN7_c0_g2_i1,555,0.409009,0.048458,-0.054878,39,1.684174,90,0.12207,true,0.941071,N01875
TRINITY_DN7_c1_g1_i1,204,0.509804,-0.153846,0.22,23,1.777273,67,0.046631,true,0.918919,N02737
TRINITY_DN7_c1_g2_i1,371,0.428571,-0.018868,-0.179245,24,1.409307,65,0.082275,true,0.847255,N02367
TRINITY_DN7_c3_g1_i1,269,0.472119,0.03937,0.098592,23,1.536761,73,0.061035,true,0.8,N01021
TRINITY_DN8_c0_g1_i1,237,0.443038,0.161905,0.090909,18,1.589419,56,0.053711,true,0.815884,N02439
TRINITY_DN2_c0_g1_i1,242,0.578512,-0.014286,-0.058824,37,1.82772,66,0.05542,false,NA,NA
TRINITY_DN2_c0_g1_i2,448,0.473214,-0.018868,-0.008475,44,1.754986,63,0.099609,true,0.9375,N02345
TRINITY_DN2_c0_g1_i3,449,0.47216,-0.009434,-0.037975,47,1.878327,63,0.098633,true,0.869099,N01871
TRINITY_DN2_c0_g1_i4,448,0.470982,-0.042654,0.029536,40,1.612961,63,0.099365,true,0.875536,N01871
TRINITY_DN2_c0_g1_i6,400,0.46,-0.097826,0.009259,38,1.813193,63,0.089844,true,0.804772,N01018
TRINITY_DN2_c0_g1_i7,253,0.509881,-0.116279,-0.080645,29,1.787768,63,0.058594,false,NA,NA
TRINITY_DN2_c0_g1_i8,448,0.477679,-0.018692,-0.042735,48,1.878899,63,0.100342,false,NA,NA
TRINITY_DN16_c0_g1_i1,255,0.545098,0.093525,0.051724,27,1.43797,72,0.060059,true,0.478343,N00115
TRINITY_DN4_c0_g1_i1,220,0.454545,0.1,-0.2,21,1.866667,63,0.05127,true,0.73,N02448
TRINITY_DN4_c1_g1_i1,484,0.438017,0.009434,0.257353,42,1.809346,114,0.100586,true,0.126602,N02515
TRINITY_DN4_c1_g2_i1,293,0.453925,0.052632,0.0125,29,1.926757,84,0.066406,true,0.065655,N02515
TRINITY_DN4_c1_g3_i1,605,0.472727,-0.104895,-0.097179,55,1.645322,170,0.13501,true,0.157991,N02515
TRINITY_DN4_c2_g1_i1,319,0.46395,0.013514,-0.087719,25,1.456621,65,0.07251,true,0.76,N02445
TRINITY_DN6_c0_g1_i1,227,0.348018,0.037975,-0.256757,14,2.039795,62,0.050537,false,NA,NA
TRINITY_DN6_c0_g2_i1,864,0.484954,0.073986,-0.029213,74,1.464742,109,0.182129,false,NA,NA
TRINITY_DN11_c0_g1_i1,363,0.4573,-0.108434,0.005076,31,1.652908,77,0.084229,true,0.703297,N02364
TRINITY_DN13_c0_g1_i1,222,0.490991,0.247706,-0.079646,23,1.83142,73,0.050781,true,0.961039,N02736
